FBin        FFTr             FFTi             SpectraPower
0C4       FFFFFDF1         00000114         0000000000056671
0C5       FFFFFF28         000000B5         0000000000013639
0C6       000000F6         00000180         0000000000032C64
0C7       FFFFFCAC         FFFFFF36         00000000000BB2F4
0C8       FFFFFD17         000001AA         00000000000B3CF5
0C9       00000187         00000378         00000000000E5D71
0CA       FFFFFC7A         000001BF         00000000000F76A5
0CB       FFFFFE15         000001FE         000000000007A5BD
0CC       FFFFFDF6         00000582         0000000000227E68
0CD       FFFFF98F         000005AC         000000000049A971
0CE       FFFFF9D9         00000A20         00000000008C5DF1
0CF       FFFFF786         00000E16         00000000010E4408
0D0       FFFFEE78         00001AAD         0000000003FAF129
0D1       FFFFE235         000033F3         000000000E0257A2
0D2       FFFFB71D         00007B0D         000000004FE5F7F2
0D3       FFFEF8C8         0001C980         00000004403E5C40
0D4       FFE71AF2         002B6962         000009C851DF9648
0D5       003CC2EB         FF95FF5E         00003A5078B96A3D
0D6       FFDB5CF9         003FE607         0000153147EC7E62
0D7       0001A27F         FFFD2473         0000000AD6A186AA
0D8       00005A1D         FFFF5B54         0000000089A53AD9
0D9       0000235B         FFFFC0C9         00000000147E202A
0DA       00000EE9         FFFFE07B         0000000004BFCB2A
0DB       00000901         FFFFED4F         0000000001AE7062
0DC       000001CD         FFFFF540         000000000076CE29
0DD       0000043C         FFFFF8B9         000000000046E3C1
0DE       FFFFFF00         FFFFF9BA         0000000000285B24
0DF       FFFFFE51         FFFFFC95         00000000000E845A
0E0       FFFFFEE1         FFFFFB23         000000000018E88A
0E1       FFFFFE50         FFFFFE32         0000000000061AC4
0E2       FFFFFC01         FFFFFCAE         00000000001AFE45
0E3       FFFFFBD5         FFFFFD3D         000000000018FFC2
0E4       FFFFFACD         FFFFFF4B         00000000001B8822
0E5       FFFFFC08         FFFFFCAA         00000000001AE124
0E6       FFFFF99E         FFFFFE64         00000000002B5494
0E7       FFFFF8E7         FFFFFCF5         00000000003BA2EA
0E8       FFFFF826         FFFFFDA0         00000000004349A4
0E9       FFFFF793         FFFFFE7A         000000000049508D
0EA       FFFFF618         FFFFFD24         00000000006A4F50
0EB       FFFFF1F1         FFFFFD16         0000000000CE22C5
0EC       FFFFF3D5         FFFFFCD5         00000000009E1872
0ED       FFFFEFA6         FFFFFAEF         0000000001250AC5
0EE       FFFFED21         FFFFFC35         000000000172813A
0EF       FFFFE87A         FFFFFB2D         000000000240A00D
0F0       FFFFE535         FFFFFA0D         0000000002F141A2
0F1       FFFFDF39         FFFFF73B         00000000047F424A
0F2       FFFFD659         FFFFF788         00000000070EA331
0F3       FFFFCF5B         FFFFF46E         0000000009C4299D
0F4       FFFFBF62         FFFFF1D0         000000001118AA84
0F5       FFFFAEBE         FFFFED23         000000001B2EA7CD
0F6       FFFF9278         FFFFE73F         000000003141D9C1
0F7       FFFF6CD2         FFFFDE28         0000000059174284
0F8       FFFF2E0A         FFFFD1A2         00000000B49982E8
0F9       FFFEC9E7         FFFFB9A0         000000018AF93271
0FA       FFFE17B4         FFFF9350         00000003D186CF90
0FB       FFFCC23C         FFFF444B         0000000B0B20EC09
0FC       FFF9C28F         FFFE98F6         00000028E7981845
0FD       FFF1744F         FFFCBB62         000000DE41AE01E5
0FE       FFCEAA0A         FFF4E7D6         000009FD1AED2F48
0FF       FD87BC7F         FF71E09D         000668743469E74A
100       07760A7A         01AD59FA         003A7B1704698A48
101       FAA459AF         FECBACED         001E28A6D450790A
102       007ED394         001C8122         0000420175209614
103       0019413B         0005AE20         0000029E11D48799
104       00094C57         000216B2         0000005AD1ACD955
105       0004701E         00010009         00000014B21C43D5
106       00027874         00008DF4         000000066933A520
107       00018161         000055F2         0000000260FF7F85
108       0000FEAA         00003988         000000010A43A124
109       0000B0D6         000027EE         0000000080615428
10A       00007CD6         00001CD9         00000000402032D5
10B       00006058         00001433         0000000025DA2069
10C       00004814         00001058         0000000015565FD0
10D       000037AB         00000D74         000000000CCFE8C9
10E       00002E65         00000924         0000000008BC00E9
10F       00002427         0000081F         00000000055CF1B2
110       00001EE5         00000765         0000000003F126B2
111       0000189A         000004A5         000000000272CEFD
112       00001497         0000061D         0000000001CD505A
113       0000130E         00000337         0000000001756A95
114       00000F89         000002B3         0000000000F8A07A
115       00000C53         0000044C         0000000000AA5979
116       00000B22         00000142         00000000007D8588
117       000008FF         00000306         00000000005A1225
118       000007FA         0000025A         00000000004527C8
119       000008E3         000000EB         00000000004FD102
11A       000005E4         000002B6         00000000002A0C74
11B       000005D8         00000038         0000000000223280
11C       00000589         00000153         000000000020643A
11D       000004B1         0000019F         000000000018A322
11E       000004B3         00000080         0000000000165529
11F       0000049C         0000025C         00000000001AD020
120       000003F7         FFFFFEF7         000000000010CAA2
121       000002A9         0000017B         00000000000944AA
122       000001DA         00000040         0000000000037DA4
123       0000044C         000000D3         0000000000132479
124       00000385         0000021C         000000000010D629
125       00000067         FFFFFE91         0000000000023792
126       000003F3         000000F7         00000000001086FA
127       000000E7         00000085         000000000001158A
128       00000439         FFFFFFDA         000000000011DA55
129       FFFFFFD9         00000221         0000000000048E32
12A       00000315         FFFFFECB         00000000000AF4B2
12B       0000000D         00000056         0000000000001D8D
12C       000002A0         000000E0         000000000007A800
12D       FFFFFF30         0000009C         0000000000010810
12E       00000141         FFFFFFF5         00000000000192FA
12F       000001FF         00000073         0000000000042FAA
130       0000003E         FFFFFF45         000000000000979D
131       0000008A         000001B2         0000000000032A28
132       000001B3         FFFFFF50         0000000000035C29
133       FFFFFFA5         FFFFFFA6         0000000000003FFD
134       000000AE         00000152         0000000000023488
135       00000095         00000032         000000000000607D
136       000001AA         00000053         000000000002DFCD
137       FFFFFFEB         FFFFFEB6         000000000001AB1D
138       0000009F         0000010A         0000000000017725
139       0000017E         00000094         0000000000028F94
13A       00000056         FFFFFFE0         00000000000020E4
13B       00000048         FFFFFFAD         0000000000002F29
13C       00000115         00000044         0000000000013DC9
13D       00000092         0000005F         0000000000007685
13E       FFFFFF84         FFFFFFB7         00000000000050E1
13F       000001B4         000000BB         0000000000036F29
140       FFFFFF0A         FFFFFFFF         000000000000EC65
141       FFFFFF76         FFFFFEC3         000000000001D2ED
142       00000185         000001C8         0000000000057B59
143       00000068         FFFFFEFA         0000000000013664
144       FFFFFF61         00000057         0000000000008052
145       0000006F         000000B6         000000000000B185
146       00000102         FFFFFF91         0000000000013425
147       FFFFFFB3         0000002E         0000000000001F6D
148       00000069         FFFFFFBA         0000000000003E35
149       000000EB         000000CD         0000000000017BE2
14A       FFFFFE8A         FFFFFE99         00000000000419D5
14B       00000197         00000172         0000000000049DD5
14C       00000069         FFFFFF34         000000000000CDA1
14D       00000008         00000095         00000000000056F9
14E       FFFFFFDB         0000002F         0000000000000DFA
14F       00000036         FFFFFF95         000000000000381D
150       FFFFFF53         FFFFFF78         000000000000BD29
151       00000059         00000174         0000000000023B81
152       0000011F         FFFFFE74         000000000003A651
153       FFFFFE05         000000F3         000000000004D2C2
154       00000051         00000040         00000000000029A1
155       000000EA         FFFFFF8E         00000000000108A8
156       00000024         FFFFFFBC         0000000000001720
157       FFFFFFD6         00000054         0000000000002274
158       FFFFFFAC         FFFFFF94         0000000000004920
159       00000100         000000EE         000000000001DD44
